,col_room_number,col_region,col_area,col_price,col_price_sq_m,col_floor,col_layout,flat_type,city_area,premises_area,floor,floor_tot,layout,status,price
112,4-комн.,"Центральный р-н, Березина, 82д",136.73 м 2,12 979 000 руб.,94 924 руб./м2,6 эт. из 9,"Центральный р-н, Березина, 82д
Планировка: новая
Готовое",4_room_ap,Central,136.73,6,9,new,finished,150918.60465116278
113,Гостин.,"Свердловский р-н, Королёва, 10",16.80 м 2,1 650 000 руб.,98 214 руб./м2,4 эт. из 5,"Свердловский р-н, Королёва, 10
Планировка: гостинка
Готовое",small_family_ap,Sverdlovsky,16.8,4,5,small_family_ap,finished,19186.04651162791
114,3-комн.,"Октябрьский р-н, Гусарова, 3а",64.90 м 2,7 000 000 руб.,107 858 руб./м2,9 эт. из 9,"Октябрьский р-н, Гусарова, 3а
Планировка: новая
Готовое",3_room_ap,Oktyabrskiy,64.9,9,9,new,finished,81395.3488372093
116,1-комн.,"Октябрьский р-н, Норильская, 38",37.80 м 2,3 550 000 руб.,93 915 руб./м2,8 эт. из 16,"Октябрьский р-н, Норильская, 38
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,37.8,8,16,new,finished,41279.06976744186
117,Гостин.,"Свердловский р-н, Королёва, 9",16.80 м 2,1 650 000 руб.,98 214 руб./м2,4 эт. из 5,"Свердловский р-н, Королёва, 9
Планировка: гостинка
Готовое",small_family_ap,Sverdlovsky,16.8,4,5,small_family_ap,finished,19186.04651162791
118,1-комн.,"Кировский р-н, Академика Павлова, 16",32.00 м 2,3 550 000 руб.,110 938 руб./м2,5 эт. из 5,"Кировский р-н, Академика Павлова, 16
Планировка: хрущевка
Готовое",1_room_ap,Kirovsky,32.0,5,5,khrushchevka,finished,41279.06976744186
119,1-комн.,"Кировский р-н, Вузовский, 9",31.00 м 2,2 820 000 руб.,90 968 руб./м2,1 эт. из 5,"Кировский р-н, Вузовский, 9
Планировка: хрущевка
Готовое",1_room_ap,Kirovsky,31.0,1,5,khrushchevka,finished,32790.6976744186
120,1-комн.,"Кировский р-н, Грунтовая, 28а",38.00 м 2,4 700 000 руб.,123 684 руб./м2,5 эт. из 10,"Кировский р-н, Грунтовая, 28а
Планировка: новая
Готовое",1_room_ap,Kirovsky,38.0,5,10,new,finished,54651.16279069767
121,1-комн.,"Кировский р-н, Грунтовая, 28а",36.10 м 2,3 800 000 руб.,105 263 руб./м2,9 эт. из 10,"Кировский р-н, Грунтовая, 28а
Планировка: новая
Готовое",1_room_ap,Kirovsky,36.1,9,10,new,finished,44186.04651162791
122,2-комн.,"Советский р-н, 60 лет Образования СССР, 64",55.40 м 2,4 400 000 руб.,79 422 руб./м2,12 эт. из 16,"Советский р-н, 60 лет Образования СССР, 64
Планировка: новая
Готовое",2_room_ap,Sovietskiy,55.4,12,16,new,finished,51162.79069767442
123,2-комн.,"Советский р-н, 9 Мая, 41",54.00 м 2,6 250 000 руб.,115 741 руб./м2,2 эт. из 9,"Советский р-н, 9 Мая, 41
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.0,2,9,new,finished,72674.41860465116
124,1-комн.,"Свердловский р-н, Свердловская, 35",40.00 м 2,3 700 000 руб.,92 500 руб./м2,1 эт. из 10,"Свердловский р-н, Свердловская, 35
Планировка: индивидуальная
Готовое",1_room_ap,Sverdlovsky,40.0,1,10,individual,finished,43023.25581395349
125,3-комн.,"Свердловский р-н, Красноярский Рабочий, 137",60.40 м 2,6 500 000 руб.,107 616 руб./м2,8 эт. из 12,"Свердловский р-н, Красноярский Рабочий, 137
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,60.4,8,12,new,finished,75581.3953488372
126,1-комн.,"Советский р-н, 9 Мая, 63",32.60 м 2,4 600 000 руб.,141 104 руб./м2,9 эт. из 10,"Советский р-н, 9 Мая, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,32.6,9,10,new,finished,53488.37209302326
127,2-комн.,"Октябрьский р-н, Борисова, 26",51.00 м 2,6 500 000 руб.,127 451 руб./м2,11 эт. из 15,"Октябрьский р-н, Борисова, 26
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,51.0,11,15,new,finished,75581.3953488372
129,1-комн.,"Свердловский р-н, Ярыгинская набережная, 15",35.00 м 2,4 390 000 руб.,125 429 руб./м2,16 эт. из 23,"Свердловский р-н, Ярыгинская набережная, 15
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,35.0,16,23,new,finished,51046.51162790698
130,1-комн.,"Свердловский р-н, Свердловская, 6к",40.50 м 2,4 400 000 руб.,108 642 руб./м2,18 эт. из 19,"Свердловский р-н, Свердловская, 6к
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,40.5,18,19,new,finished,51162.79069767442
131,1-комн.,"Советский р-н, 60 лет Образования СССР, 38д",42.20 м 2,4 100 000 руб.,97 156 руб./м2,10 эт. из 10,"Советский р-н, 60 лет Образования СССР, 38д
Планировка: новая
Готовое",1_room_ap,Sovietskiy,42.2,10,10,new,finished,47674.41860465116
132,2-комн.,"Ленинский р-н, Красноярский Рабочий, 63б",45.20 м 2,3 900 000 руб.,86 283 руб./м2,3 эт. из 5,"Ленинский р-н, Красноярский Рабочий, 63б
Планировка: хрущевка
Готовое",2_room_ap,Leninsky,45.2,3,5,khrushchevka,finished,45348.83720930233
133,1-комн.,"Кировский р-н, Апрельская, 1а",35.00 м 2,3 900 000 руб.,111 429 руб./м2,6 эт. из 14,"Кировский р-н, Апрельская, 1а
Планировка: новая
Готовое",1_room_ap,Kirovsky,35.0,6,14,new,finished,45348.83720930233
135,2-комн.,"Кировский р-н, Академика Павлова, 47а",47.50 м 2,5 100 000 руб.,107 368 руб./м2,11 эт. из 14,"Кировский р-н, Академика Павлова, 47а
Планировка: новая
Готовое",2_room_ap,Kirovsky,47.5,11,14,new,finished,59302.32558139535
136,1-комн.,"Железнодорожный р-н, Первых Пионеров, 13",38.20 м 2,4 300 000 руб.,112 565 руб./м2,5 эт. из 9,"Железнодорожный р-н, Первых Пионеров, 13
Планировка: новая
Готовое",1_room_ap,Zheleznodorozhniy,38.2,5,9,new,finished,50000.0
137,1-комн.,"Советский р-н, Соколовская, 70",28.90 м 2,3 300 000 руб.,114 187 руб./м2,5 эт. из 10,"Советский р-н, Соколовская, 70
Планировка: студия
Готовое",1_room_ap,Sovietskiy,28.9,5,10,studio,finished,38372.09302325582
139,3-комн.,"Кировский р-н, Кутузова, 68",61.00 м 2,5 300 000 руб.,86 885 руб./м2,5 эт. из 5,"Кировский р-н, Кутузова, 68
Планировка: новая
Готовое",3_room_ap,Kirovsky,61.0,5,5,new,finished,61627.90697674418
140,2-комн.,"Советский р-н, Металлургов, 49а",42.00 м 2,4 200 000 руб.,100 000 руб./м2,5 эт. из 5,"Советский р-н, Металлургов, 49а
Планировка: хрущевка
Готовое",2_room_ap,Sovietskiy,42.0,5,5,khrushchevka,finished,48837.20930232558
141,3-комн.,"Центральный р-н, Петра Подзолкова, 3и",75.30 м 2,10 999 990 руб.,146 082 руб./м2,22 эт. из 24,"Центральный р-н, Петра Подзолкова, 3и
Планировка: новая
Готовое",3_room_ap,Central,75.3,22,24,new,finished,127906.86046511628
142,1-комн.,"Свердловский р-н, Карамзина, 12",28.00 м 2,3 200 000 руб.,114 286 руб./м2,9 эт. из 18,"Свердловский р-н, Карамзина, 12
Планировка: студия
Готовое",1_room_ap,Sverdlovsky,28.0,9,18,studio,finished,37209.3023255814
143,2-комн.,"Свердловский р-н, Лесников, 31",40.70 м 2,4 700 000 руб.,115 479 руб./м2,9 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,40.7,9,12,new,finished,54651.16279069767
144,1-комн.,"Свердловский р-н, Лесников, 31",35.20 м 2,4 160 000 руб.,118 182 руб./м2,11 эт. из 15,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,35.2,11,15,new,finished,48372.09302325582
145,3-комн.,"Железнодорожный р-н, Новая Заря, 31",78.90 м 2,5 300 000 руб.,67 174 руб./м2,1 эт. из 2,"Железнодорожный р-н, Новая Заря, 31
Планировка: сталинка
Готовое",3_room_ap,Zheleznodorozhniy,78.9,1,2,stalinka,finished,61627.90697674418
146,3-комн.,"Свердловский р-н, Лесников, 31",63.30 м 2,6 456 000 руб.,101 991 руб./м2,5 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,63.3,5,12,new,finished,75069.76744186046
147,3-комн.,"Свердловский р-н, Лесников, 31",72.90 м 2,7 180 000 руб.,98 491 руб./м2,7 эт. из 15,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,72.9,7,15,new,finished,83488.37209302325
148,2-комн.,"Свердловский р-н, Лесников, 31",33.00 м 2,4 092 000 руб.,124 000 руб./м2,8 эт. из 15,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,33.0,8,15,new,finished,47581.395348837206
149,1-комн.,"Советский р-н, Металлургов, 28б",28.60 м 2,3 000 000 руб.,104 895 руб./м2,8 эт. из 9,"Советский р-н, Металлургов, 28б
Планировка: новая
Готовое",1_room_ap,Sovietskiy,28.6,8,9,new,finished,34883.72093023256
150,2-комн.,"Свердловский р-н, Лесников, 31",61.90 м 2,6 251 000 руб.,100 985 руб./м2,6 эт. из 15,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,61.9,6,15,new,finished,72686.04651162791
151,3-комн.,"Центральный р-н, Ленина, 20",118.70 м 2,27 500 000 руб.,231 676 руб./м2,5 эт. из 18,"Центральный р-н, Ленина, 20
Планировка: новая
Готовое",3_room_ap,Central,118.7,5,18,new,finished,319767.4418604651
152,2-комн.,"Свердловский р-н, Капитанская, 10",78.00 м 2,11 100 000 руб.,142 308 руб./м2,15 эт. из 21,"Свердловский р-н, Капитанская, 10
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,78.0,15,21,new,finished,129069.76744186046
153,1-комн.,"Октябрьский р-н, Вильского, 34",22.00 м 2,3 100 000 руб.,140 909 руб./м2,15 эт. из 16,"Октябрьский р-н, Вильского, 34
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,22.0,15,16,new,finished,36046.51162790698
154,1-комн.,"Советский р-н, Шумяцкого, 7",29.70 м 2,3 350 000 руб.,112 795 руб./м2,1 эт. из 9,"Советский р-н, Шумяцкого, 7
Планировка: новая
Готовое",1_room_ap,Sovietskiy,29.7,1,9,new,finished,38953.48837209302
155,3-комн.,"Свердловский р-н, Красноярский Рабочий, 135а",56.00 м 2,4 700 000 руб.,83 929 руб./м2,3 эт. из 5,"Свердловский р-н, Красноярский Рабочий, 135а
Планировка: хрущевка
Готовое",3_room_ap,Sverdlovsky,56.0,3,5,khrushchevka,finished,54651.16279069767
156,1-комн.,"Свердловский р-н, Карамзина, 20",36.70 м 2,4 000 000 руб.,108 992 руб./м2,3 эт. из 14,"Свердловский р-н, Карамзина, 20
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,36.7,3,14,new,finished,46511.62790697674
